Number_of_announcements,Number_of_announced_NLRI_prefixes,Maximum_AS_path_length,Average_edit_distance,Maximum_edit_distance,Number_of_Interior_Gateway_Protocol_IGP_packets,Number_of_incomplete_packets,Labels
33,91,9,9,0.5,31,2,Normal
48,180,15,15,0.9,43,5,Normal
40,161,9,9,0.7,36,4,Normal
50,147,9,9,0.9,42,8,Normal
19,26,9,9,0.3,19,0,Normal
34,71,11,11,0.6,34,0,Normal
30,193,8,8,0.5,30,0,Normal
53,204,9,9,0.9,47,6,Normal
42,201,12,12,0.7,42,0,Normal
40,51,13,13,0.7,36,4,Normal
39,112,8,8,0.7,33,6,Normal
49,106,10,10,0.8,43,6,Normal
44,113,9,9,0.7,43,1,Normal
27,52,10,10,0.5,25,2,Normal
60,261,11,11,1,57,3,Normal
54,202,11,11,0.9,48,6,Normal
62,133,12,12,1.1,55,7,Normal
40,170,9,9,0.7,39,1,Normal
54,119,12,12,0.9,51,3,Normal
56,131,12,12,100,55,1,Normal
65,162,9,9,1.1,65,0,Normal
53,164,14,14,0.9,52,1,Normal
35,57,14,14,0.6,32,3,Normal
52,103,10,10,0.9,41,11,Normal
91,195,17,17,1.5,79,12,Normal
164,776,14,14,2.7,157,7,Normal
56,126,12,12,1,44,12,Normal
67,94,11,11,1.2,63,4,Normal
137,597,14,14,2.3,134,3,Normal
128,675,17,17,2.2,117,11,Normal
39,68,9,9,0.7,24,15,Normal
48,134,10,10,0.8,44,4,Normal
56,80,10,10,1,53,3,Normal
68,139,11,11,1.1,55,13,Normal
86,187,12,12,1.5,78,8,Normal
64,200,9,9,1.1,61,3,Normal
70,168,11,11,1.2,63,7,Normal
59,233,15,15,1,54,5,Normal
44,58,10,10,0.8,39,5,Normal
45,101,9,9,0.8,38,7,Normal
26,54,8,8,0.5,25,1,Normal
32,54,9,9,0.5,30,2,Normal
22,33,9,9,0.4,20,2,Normal
24,48,9,9,0.4,20,4,Normal
31,64,7,7,0.5,26,5,Normal
34,52,11,11,0.6,28,6,Normal
13,26,11,11,0.3,12,1,Normal
39,121,15,15,0.7,38,1,Normal
34,69,10,10,0.6,32,2,Normal
53,140,10,10,0.9,51,2,Normal
33,76,9,9,0.6,33,0,Normal
30,65,17,17,0.5,30,0,Normal
17,39,10,10,0.3,16,1,Normal
31,66,10,10,0.6,31,0,Normal
33,62,10,10,0.6,33,0,Normal
91,211,10,10,1.5,85,6,Normal
73,189,12,12,1.3,67,6,Normal
62,107,10,10,1.1,56,6,Normal
26,37,9,9,0.5,22,4,Normal
139,272,10,10,2.4,127,12,Normal
62,100,12,12,1.1,59,3,Normal
37,60,11,11,0.7,32,5,Normal
39,101,11,11,0.7,39,0,Normal
47,67,17,17,0.8,44,3,Normal
29,48,17,17,0.5,29,0,Normal
36,104,17,17,0.6,28,8,Normal
22,26,13,13,0.4,21,1,Normal
22,39,7,7,0.4,19,3,Normal
56,106,10,10,0.9,51,5,Normal
54,140,11,11,0.9,50,4,Normal
86,190,17,17,1.5,78,8,Normal
74,164,17,17,1.2,64,10,Normal
55,90,10,10,0.9,47,8,Normal
40,70,11,11,0.7,35,5,Normal
40,113,11,11,0.7,37,3,Normal
78,213,17,17,1.4,78,0,Normal
41,115,17,17,0.7,40,1,Normal
49,184,17,17,0.8,43,6,Normal
24,49,15,15,0.4,24,0,Normal
36,105,17,17,0.6,33,3,Normal
29,46,11,11,0.5,29,0,Normal
39,65,14,14,0.7,38,1,Normal
57,167,8,8,100,53,4,Normal
37,164,17,17,0.6,35,2,Normal
35,53,8,8,0.6,32,3,Normal
36,77,9,9,0.6,34,2,Normal
33,48,11,11,0.6,31,2,Normal
25,63,10,10,0.4,20,5,Normal
21,57,9,9,0.4,21,0,Normal
34,66,7,7,0.6,30,4,Normal
26,42,10,10,0.5,24,2,Normal
39,68,9,9,0.7,34,5,Normal
37,65,10,10,0.6,29,8,Normal
25,49,9,9,0.4,20,5,Normal
50,74,9,9,0.9,49,1,Normal
110,629,14,14,1.9,104,6,Normal
171,847,17,17,2.9,168,3,Normal
59,222,17,17,1,57,2,Normal
55,143,14,14,100,49,6,Normal
30,43,9,9,0.5,30,0,Normal
24,37,10,10,0.4,22,2,Normal
32,200,8,8,0.6,32,0,Normal
33,56,10,10,0.6,23,10,Normal
17,123,7,7,0.4,13,4,Normal
53,170,8,8,100,51,1,Normal
42,173,9,9,0.7,40,0,Normal
30,204,9,9,0.5,28,1,Normal
32,63,17,17,0.5,24,8,Normal
44,178,17,17,0.8,39,3,Normal
42,153,10,10,0.8,39,3,Normal
25,134,12,12,0.4,25,0,Normal
19,26,7,7,0.3,18,1,Normal
27,28,17,17,0.4,26,1,Normal
68,276,13,13,1.2,66,2,Normal
41,139,10,10,0.7,37,4,Normal
56,203,9,9,1,54,2,Normal
70,324,17,17,1.2,67,3,Normal
42,145,11,11,0.7,41,1,Normal
32,38,22,22,0.6,31,1,Normal
55,69,12,12,100,54,1,Normal
48,72,12,12,0.8,48,0,Normal
31,38,17,17,0.6,30,1,Normal
19,43,9,9,0.4,17,2,Normal
29,118,8,8,0.5,23,6,Normal
44,124,9,9,0.7,41,3,Normal
36,59,17,17,0.6,33,3,Normal
26,34,9,9,0.5,26,0,Normal
40,42,20,20,0.7,39,1,Normal
50,104,20,20,0.9,47,3,Normal
43,120,10,10,0.7,40,3,Normal
25,95,11,11,0.4,19,6,Normal
29,45,12,12,0.5,23,6,Normal
48,78,10,10,0.8,41,7,Normal
51,72,11,11,0.9,47,4,Normal
58,93,15,15,1,56,2,Normal
52,83,12,12,0.9,51,1,Normal
30,41,8,8,0.5,27,3,Normal
27,37,10,10,0.5,27,0,Normal
30,52,10,10,0.5,27,3,Normal
31,53,20,20,0.5,30,1,Normal
21,48,20,20,0.3,21,0,Normal
46,94,20,20,0.8,44,2,Normal
32,40,21,21,0.5,31,1,Normal
31,68,21,21,0.5,28,3,Normal
26,77,11,11,0.5,24,2,Normal
40,89,12,12,0.7,38,2,Normal
56,95,8,8,1,48,8,Normal
46,60,11,11,0.8,39,7,Normal
53,124,12,12,0.9,51,2,Normal
25,80,11,11,0.4,20,5,Normal
32,112,11,11,0.5,28,4,Normal
20,26,11,11,0.4,19,1,Normal
45,72,11,11,0.8,43,2,Normal
33,70,11,11,0.6,30,3,Normal
47,97,15,15,0.9,41,6,Normal
31,71,9,9,0.5,30,1,Normal
32,60,8,8,0.6,30,2,Normal
43,72,13,13,0.7,41,2,Normal
68,128,12,12,1.2,63,5,Normal
34,81,12,12,0.6,31,3,Normal
56,173,16,16,1,52,4,Normal
53,249,16,16,0.9,50,3,Normal
36,82,14,14,0.6,36,0,Normal
20,40,13,13,0.4,17,3,Normal
28,39,9,9,0.5,26,2,Normal
28,79,15,15,0.5,24,4,Normal
44,149,19,19,0.8,42,2,Normal
26,53,20,20,0.4,26,0,Normal
35,56,16,16,0.6,35,0,Normal
31,64,13,13,0.5,28,3,Normal
35,114,15,15,0.6,24,11,Normal
26,32,10,10,0.4,19,7,Normal
44,107,8,8,0.8,35,9,Normal
32,50,8,8,0.6,25,7,Normal
91,371,11,11,1.5,79,12,Normal
76,130,12,12,1.3,71,5,Normal
45,81,8,8,0.8,42,3,Normal
53,148,10,10,0.9,49,4,Normal
50,159,10,10,0.9,47,3,Normal
92,382,20,20,1.6,86,6,Normal
65,306,19,19,1.1,57,8,Normal
62,171,16,16,1,54,8,Normal
144,740,17,17,2.4,140,4,Normal
24,25,19,18,0.4,24,0,Normal
39,56,18,18,0.7,39,0,Normal
32,54,9,9,0.6,30,1,Normal
47,117,13,13,0.8,38,8,Normal
46,125,9,9,0.8,45,1,Normal
70,172,14,14,1.2,63,7,Normal
48,109,13,13,0.8,42,6,Normal
25,69,8,8,0.5,24,1,Normal
39,71,9,9,0.7,37,2,Normal
48,101,10,10,0.8,40,8,Normal
42,109,10,10,0.7,38,4,Normal
37,108,12,12,0.6,35,2,Normal
62,109,9,10,1.1,60,2,Normal
48,63,11,11,0.9,42,6,Normal
27,49,10,10,0.5,25,2,Normal
24,57,10,10,0.4,24,0,Normal
29,55,9,9,0.5,27,2,Normal
15,19,8,8,0.2,14,1,Normal
15,31,10,9,0.2,12,3,Normal
58,193,13,13,1,47,11,Normal
40,249,10,10,0.7,35,5,Normal
25,41,10,10,0.5,22,3,Normal
28,58,9,9,0.5,28,0,Normal
37,92,12,12,0.6,37,0,Normal
43,90,8,8,0.8,41,2,Normal
38,84,8,8,0.7,33,5,Normal
24,51,8,8,0.4,18,6,Normal
35,56,9,9,0.6,33,2,Normal
39,99,12,12,0.7,35,4,Normal
44,407,15,15,0.8,35,9,Normal
53,181,12,12,0.9,50,3,Normal
36,260,11,11,0.6,34,2,Normal
28,52,11,11,0.5,28,0,Normal
67,150,10,10,1.1,67,0,Normal
93,341,10,10,1.6,91,2,Normal
45,115,10,10,0.8,45,0,Normal
65,334,12,12,1.1,65,0,Normal
62,89,13,13,1.1,58,4,Normal
72,147,10,10,1.2,72,0,Normal
85,286,13,13,1.5,78,7,Normal
45,112,13,13,0.8,35,10,Normal
42,150,11,11,0.7,36,6,Normal
63,120,13,13,1.1,55,8,Normal
23,44,9,9,0.4,21,2,Normal
39,69,12,12,0.7,38,1,Normal
44,92,10,10,0.8,41,3,Normal
39,87,11,11,0.7,36,3,Normal
45,77,13,13,0.8,42,3,Normal
66,215,13,13,1.1,57,9,Normal
45,131,12,12,0.8,45,0,Normal
31,89,8,8,0.5,31,0,Normal
28,91,12,12,0.5,27,1,Normal
110,240,13,13,1.9,102,8,Normal
79,200,12,12,1.4,68,11,Normal
72,136,11,11,1.2,61,11,Normal
49,99,12,12,0.8,45,4,Normal
51,135,10,10,0.9,44,7,Normal
76,249,13,13,1.3,75,1,Normal
25,59,15,15,0.4,25,0,Normal
35,65,8,8,0.6,32,3,Normal
40,77,8,8,0.7,36,4,Normal
55,146,9,9,1,52,3,Normal
39,61,12,12,0.7,39,0,Normal
61,91,10,10,1,61,0,Normal
60,90,15,15,1,58,2,Normal
34,54,10,10,0.5,33,1,Normal
29,39,9,9,0.5,28,1,Normal
21,38,17,17,0.4,20,1,Normal
26,38,18,18,0.4,26,0,Normal
24,42,7,7,0.4,24,0,Normal
37,77,8,8,0.6,35,2,Normal
82,163,13,13,1.4,69,13,Normal
60,101,13,13,1,52,8,Normal
33,94,12,12,0.6,25,8,Normal
37,79,12,12,0.6,31,6,Normal
34,62,10,10,0.6,30,4,Normal
25,54,8,8,0.4,21,4,Normal
46,175,9,9,0.8,40,6,Normal
40,69,9,9,0.7,38,2,Normal
40,99,11,11,0.7,40,0,Normal
40,52,17,17,0.7,38,2,Normal
23,73,17,17,0.4,21,2,Normal
29,93,18,18,0.5,26,3,Normal
27,73,12,12,0.5,23,4,Normal
30,56,12,12,0.5,27,3,Normal
29,114,12,12,0.5,24,5,Normal
162,735,18,18,2.7,148,12,Normal
40,108,11,11,0.7,37,3,Normal
34,77,11,11,0.6,28,6,Normal
41,57,9,9,0.7,34,7,Normal
59,150,10,11,1,55,4,Normal
55,140,17,17,100,51,4,Normal
94,352,17,17,1.6,88,6,Normal
51,145,16,16,0.9,49,2,Normal
58,246,9,9,1,52,6,Normal
66,338,17,17,1.1,63,3,Normal
63,468,16,16,1.1,61,2,Normal
68,432,16,16,1.2,63,5,Normal
2416,7736,15,15,40,2220,193,Normal
970,4093,16,16,16,939,31,Normal
46,378,15,15,0.8,42,4,Normal
57,487,11,11,1,57,0,Normal
70,564,17,17,1.2,64,6,Normal
54,255,15,15,0.9,50,4,Normal
50,135,10,10,0.9,42,7,Normal
60,167,13,13,1.1,58,1,Normal
45,128,10,14,0.8,45,0,Normal
56,164,13,13,1,54,2,Normal
65,154,15,15,1.1,65,0,Normal
42,116,16,17,0.7,38,4,Normal
42,179,17,17,0.7,39,3,Normal
56,156,15,15,1,53,3,Normal
48,166,15,15,0.8,45,3,Normal
40,118,11,11,0.7,38,2,Normal
21,52,12,12,0.4,18,3,Normal
39,91,11,11,0.7,32,7,Normal
57,129,12,12,1,54,3,Normal
50,137,7,7,0.9,39,11,Normal
54,174,7,7,0.9,49,5,Normal
69,283,15,15,1.2,68,1,Normal
53,165,17,17,0.9,47,6,Normal
366,1832,14,14,6.1,334,31,Normal
34,102,14,14,0.6,28,6,Normal
1050,3696,14,14,17,970,80,Normal
415,1406,11,11,700,376,38,Normal
43,86,10,10,0.8,42,1,Normal
30,51,13,13,0.5,27,3,Normal
53,143,8,8,0.9,49,4,Normal
23,82,8,8,0.4,19,4,Normal
27,46,7,7,0.5,19,8,Normal
51,103,8,8,0.9,49,2,Normal
34,57,17,17,0.6,33,1,Normal
65,155,17,17,1.1,62,3,Normal
29,41,9,9,0.5,23,6,Normal
32,40,13,13,0.5,30,2,Normal
29,54,13,13,0.5,25,4,Normal
18,44,11,11,0.3,17,1,Normal
37,114,10,10,0.7,35,2,Normal
117,414,17,17,2,109,8,Normal
42,54,17,17,0.7,39,3,Normal
34,51,9,9,0.6,33,1,Normal
28,42,11,11,0.5,26,2,Normal
42,85,13,13,0.7,39,3,Normal
44,126,15,15,0.8,43,1,Normal
32,56,10,10,0.6,29,3,Normal
20,31,16,16,0.4,16,4,Normal
26,56,8,8,0.4,20,6,Normal
38,65,17,17,0.6,35,3,Normal
26,50,10,10,0.4,26,0,Normal
34,99,9,9,0.6,34,0,Normal
85,543,17,17,1.4,75,10,Normal
42,189,9,16,0.7,41,1,Normal
52,238,10,10,0.9,49,2,Normal
40,66,9,9,0.7,37,1,Normal
60,165,12,12,1,56,4,Normal
41,141,11,11,0.7,36,5,Normal
43,65,8,8,0.8,36,7,Normal
24,38,10,10,0.4,21,3,Normal
14,27,7,7,0.2,14,0,Normal
36,52,10,10,0.6,34,2,Normal
25,27,12,12,0.4,25,0,Normal
31,46,17,17,0.5,30,1,Normal
80,566,14,14,1.4,73,7,Normal
30,328,17,17,0.5,29,1,Normal
81,614,10,10,1.3,76,5,Normal
27,161,10,10,0.4,26,1,Normal
48,115,9,9,0.8,47,1,Normal
26,79,9,9,0.5,25,1,Normal
61,266,12,12,1,61,0,Normal
77,410,9,9,1.3,70,7,Normal
49,105,10,10,0.9,45,4,Normal
42,69,17,17,0.8,38,4,Normal
39,90,16,16,0.7,32,7,Normal
56,258,16,16,0.9,55,1,Normal
40,85,14,14,0.7,38,2,Normal
61,131,13,13,1,58,3,Normal
44,99,15,15,0.8,42,2,Normal
18,20,19,19,0.3,17,1,Normal
27,42,17,17,0.5,27,0,Normal
33,44,11,11,0.6,33,0,Normal
25,41,17,17,0.4,23,2,Normal
154,894,11,11,2.6,147,7,Normal
53,192,11,11,0.9,48,5,Normal
22,50,12,12,0.4,21,1,Normal
34,102,12,12,0.6,33,1,Normal
42,86,14,14,0.8,41,1,Normal
28,39,7,7,0.5,28,0,Normal
30,78,12,12,0.5,28,2,Normal
38,125,12,12,0.7,37,1,Normal
12,34,7,7,0.2,11,1,Normal
33,100,13,13,0.6,31,2,Normal
33,78,17,17,0.6,33,0,Normal
66,199,12,12,1.1,63,3,Normal
42,88,9,9,0.7,41,1,Normal
20,71,8,8,0.3,20,0,Normal
15,28,7,7,0.2,14,1,Normal
33,59,12,12,0.6,31,1,Normal
56,117,16,16,1,53,2,Normal
43,62,16,16,0.7,42,1,Normal
22,47,9,9,0.4,21,1,Normal
45,98,17,17,0.8,42,3,Normal
58,122,10,10,1,58,0,Normal
41,65,11,11,0.7,40,1,Normal
55,100,9,9,100,55,0,Normal
79,163,11,11,1.4,76,3,Normal
51,98,10,10,0.9,48,3,Normal
34,54,12,12,0.6,33,1,Normal
36,50,9,9,0.6,34,2,Normal
38,69,11,11,0.7,38,0,Normal
35,87,12,12,0.6,35,0,Normal
29,60,11,11,0.5,26,3,Normal
30,39,11,11,0.5,26,4,Normal
9,22,5,5,0.1,9,0,Normal
32,74,12,12,0.6,32,0,Normal
57,162,13,13,1,56,1,Normal
19,26,17,17,0.3,18,1,Normal
21,31,10,10,0.4,20,1,Normal
32,75,14,14,0.6,32,0,Normal
38,77,13,13,0.7,37,1,Normal
38,71,10,10,0.7,35,3,Normal
35,92,10,17,0.6,31,4,Normal
34,75,12,12,0.6,31,3,Normal
43,82,12,12,0.7,41,2,Normal
35,92,12,12,0.6,33,2,Normal
42,71,14,14,0.7,40,2,Normal
43,68,10,10,0.8,43,0,Normal
35,45,11,11,0.6,35,0,Normal
31,56,17,17,0.5,30,1,Normal
27,42,15,15,0.4,25,2,Normal
22,27,17,17,0.4,19,3,Normal
30,139,14,14,0.5,28,2,Normal
32,192,15,15,0.5,29,3,Normal
25,39,9,9,0.4,24,1,Normal
36,96,10,10,0.6,36,0,Normal
57,216,12,12,1,55,2,Normal
31,77,9,9,0.6,30,1,Normal
28,76,17,17,0.5,27,1,Normal
32,52,8,8,0.6,30,2,Normal
22,45,10,10,0.3,22,0,Normal
22,35,12,12,0.4,20,2,Normal
24,40,17,17,0.4,21,3,Normal
17,25,8,8,0.3,14,3,Normal
33,57,17,17,0.6,28,5,Normal
41,105,9,9,0.7,28,13,Normal
21,23,17,17,0.4,18,3,Normal
23,38,11,11,0.4,21,2,Normal
22,31,12,12,0.4,21,1,Normal
53,197,14,14,0.9,42,11,Normal
52,196,14,14,0.9,42,10,Normal
74,183,11,11,1.3,61,13,Normal
46,93,11,11,0.8,44,2,Normal
47,97,7,7,0.8,47,0,Normal
32,39,12,12,0.6,31,1,Normal
49,64,12,12,0.9,41,8,Normal
22,46,10,10,0.4,21,1,Normal
38,102,12,12,0.7,36,2,Normal
26,38,12,12,0.4,24,2,Normal
37,141,17,17,0.7,32,5,Normal
23,57,12,12,0.4,23,0,Normal
26,59,11,11,0.4,23,3,Normal
32,99,15,15,0.5,27,4,Normal
35,80,12,12,0.6,28,6,Normal
29,66,12,12,0.5,24,3,Normal
36,66,8,8,0.6,35,1,Normal
25,41,9,9,0.4,21,4,Normal
36,83,12,12,0.6,35,1,Normal
21,45,12,12,0.4,19,2,Normal
29,41,9,9,0.5,26,3,Normal
33,51,9,9,0.5,30,3,Normal
23,41,9,9,0.4,20,3,Normal
24,30,10,10,0.5,24,0,Normal
128,615,14,14,2.1,125,3,Normal
25,27,12,12,0.5,23,2,Normal
42,67,14,14,0.7,37,5,Normal
50,112,12,12,0.9,40,10,Normal
50,139,18,18,0.9,41,9,Normal
26,57,12,12,0.4,24,2,Normal
24,39,11,11,0.5,23,1,Normal
25,37,12,12,0.4,22,3,Normal
31,34,15,15,0.6,29,2,Normal
41,58,15,15,0.7,36,5,Normal
18,26,15,15,0.3,17,1,Normal
22,37,14,14,0.4,20,2,Normal
25,62,10,10,0.4,21,4,Normal
52,95,11,11,0.9,52,0,Normal
33,41,11,11,0.6,32,1,Normal
43,118,12,12,0.7,37,6,Normal
31,49,13,13,0.5,23,8,Normal
33,72,14,14,0.6,28,5,Normal
42,108,11,11,0.7,37,5,Normal
21,34,13,13,0.4,19,2,Normal
20,33,7,7,0.3,18,2,Normal
25,58,9,9,0.4,22,3,Normal
27,56,16,16,0.5,26,1,Normal
31,87,17,17,0.5,27,4,Normal
33,93,15,15,0.5,30,3,Normal
45,72,9,9,0.8,44,1,Normal
63,113,17,17,1.1,55,8,Normal
51,72,17,17,0.9,50,1,Normal
63,171,16,16,1.1,60,3,Normal
71,238,10,10,1.2,66,5,Normal
54,140,10,10,0.9,51,3,Normal
38,132,16,16,0.7,34,4,Normal
13,18,8,8,0.3,11,2,Normal
30,87,9,9,0.5,25,5,Normal
26,84,9,9,0.5,23,3,Normal
38,51,12,12,0.7,33,5,Normal
37,104,8,8,0.6,27,10,Normal
41,105,8,8,0.7,39,2,Normal
29,68,8,8,0.5,28,1,Normal
43,74,7,7,0.8,38,5,Normal
22,31,17,17,0.4,20,2,Normal
34,100,8,8,0.6,30,4,Normal
41,155,9,9,0.7,38,3,Normal
39,87,9,9,0.6,35,4,Normal
29,37,10,10,0.5,27,2,Normal
30,68,12,12,0.5,30,0,Normal
30,55,12,12,0.5,25,5,Normal
41,51,9,9,0.7,33,8,Normal
28,51,9,9,0.5,24,4,Normal
32,59,9,9,0.5,30,2,Normal
35,60,10,10,0.6,34,1,Normal
36,47,17,17,0.6,34,2,Normal
18,31,12,12,0.3,17,1,Normal
32,54,11,11,0.6,30,2,Normal
47,164,12,12,0.8,45,2,Normal
18,50,8,8,0.3,17,1,Normal
45,76,9,9,0.8,44,1,Normal
38,82,9,9,0.7,37,1,Normal
34,68,11,11,0.6,32,2,Normal
9,13,10,10,0.2,8,1,Normal
16,22,7,7,0.3,16,0,Normal
21,31,10,10,0.4,15,6,Normal
20,33,13,13,0.3,18,2,Normal
24,42,9,9,0.4,23,1,Normal
28,31,8,8,0.5,26,2,Normal
32,73,9,9,0.6,25,7,Normal
39,141,9,9,0.6,30,9,Normal
33,101,15,15,0.5,30,3,Normal
53,144,14,14,100,48,5,Normal
37,64,11,11,0.7,36,1,Normal
30,52,17,17,0.5,24,6,Normal
34,73,17,17,0.6,30,4,Normal
18,24,7,7,0.3,17,1,Normal
25,33,17,17,0.4,23,2,Normal
15,28,11,11,0.2,14,1,Normal
24,31,10,10,0.4,24,0,Normal
26,61,14,14,0.4,25,1,Normal
80,232,17,17,1.3,78,2,Normal
47,88,8,8,0.8,42,5,Normal
27,45,17,17,0.5,27,0,Normal
34,63,12,12,0.6,33,1,Normal
22,54,11,11,0.4,21,1,Normal
24,42,10,10,0.4,21,3,Normal
26,49,9,9,0.4,26,0,Normal
27,39,8,8,0.5,26,1,Normal
30,50,12,12,0.5,29,1,Normal
30,53,8,8,0.5,28,2,Normal
22,33,10,10,0.4,20,2,Normal
29,41,7,7,0.5,25,4,Normal
21,28,7,7,0.4,18,3,Normal
33,50,7,7,0.6,29,4,Normal
20,28,13,13,0.4,18,2,Normal
57,151,9,9,1,57,0,Normal
43,74,8,8,0.8,41,2,Normal
27,68,11,11,0.5,26,1,Normal
36,80,7,7,0.6,34,2,Normal
30,44,17,17,0.5,24,6,Normal
39,113,12,12,0.7,36,3,Normal
60,173,12,12,1,55,5,Normal
37,125,7,7,0.6,30,7,Normal
24,40,17,17,0.4,24,0,Normal
23,60,12,12,0.4,22,1,Normal
25,33,7,7,0.4,25,0,Normal
26,34,9,9,0.4,24,2,Normal
27,75,10,10,0.4,20,7,Normal
32,71,7,7,0.6,30,2,Normal
22,23,17,17,0.4,21,1,Normal
24,34,7,7,0.4,24,0,Normal
29,40,17,17,0.5,27,2,Normal
24,33,6,6,0.4,23,1,Normal
43,53,10,10,0.7,42,1,Normal
71,187,11,11,1.2,69,2,Normal
57,206,17,17,1,55,2,Normal
47,129,10,10,0.8,40,7,Normal
33,51,10,10,0.6,28,5,Normal
30,55,17,17,0.5,25,5,Normal
20,29,15,15,0.3,19,1,Normal
39,64,15,15,0.6,37,2,Normal
34,50,8,8,0.6,34,0,Normal
48,88,17,17,0.8,41,7,Normal
55,255,10,10,1,49,6,Normal
68,303,10,10,1.2,63,5,Normal
68,116,17,17,1.2,66,2,Normal
52,97,16,16,0.9,51,1,Normal
34,52,9,9,0.6,30,4,Normal
27,70,7,7,0.5,27,0,Normal
29,61,8,8,0.5,26,3,Normal
58,110,8,8,1,56,2,Normal
26,40,10,10,0.5,23,3,Normal
24,48,7,7,0.5,23,1,Normal
28,71,17,17,0.5,28,0,Normal
35,61,11,11,0.7,34,1,Normal
25,49,17,17,0.4,23,2,Normal
27,58,10,10,0.5,25,2,Normal
34,107,7,10,0.6,33,1,Normal
32,74,10,10,0.6,32,0,Normal
23,44,9,9,0.4,22,1,Normal
27,38,17,17,0.5,27,0,Normal
63,170,9,9,1,63,0,Normal
18,22,17,17,0.3,18,0,Normal
42,99,11,11,0.7,42,0,Normal
39,138,9,9,0.7,39,0,Normal
49,108,10,10,0.9,45,4,Normal
50,92,13,13,0.9,38,12,Normal
45,109,14,14,0.8,40,5,Normal
34,109,7,7,0.6,29,5,Normal
20,50,9,9,0.4,16,4,Normal
44,110,11,11,0.8,39,5,Normal
27,40,17,17,0.4,26,1,Normal
27,41,11,11,0.5,26,1,Normal
24,41,6,6,0.4,17,7,Normal
21,45,5,5,0.4,20,1,Normal
17,27,8,8,0.3,17,0,Normal
39,187,8,8,0.7,39,0,Normal
63,255,9,9,1,63,0,Normal
19,53,7,7,0.4,18,1,Normal
59,177,11,11,1,50,9,Normal
14,22,7,7,0.2,11,3,Normal
59,98,8,8,1,54,2,Normal
14,19,7,7,0.2,12,0,Normal
17,20,13,13,0.3,17,0,Normal
8,11,7,7,0.1,8,0,Normal
11,22,7,7,0.2,10,1,Normal
24,69,6,6,0.4,18,6,Normal
12,59,7,7,0.2,12,0,Normal
61,210,8,8,1,54,3,Normal
12,22,8,8,0.2,12,0,Normal
26,61,8,8,0.4,26,0,Normal
19,45,17,17,0.3,19,0,Normal
31,72,12,12,0.5,30,1,Normal
21,53,17,17,0.4,18,3,Normal
22,49,15,15,0.4,20,2,Normal
29,52,14,14,0.5,27,2,Normal
15,15,11,11,0.2,14,1,Normal
26,47,12,12,0.5,26,0,Normal
46,142,10,10,0.7,45,1,Normal
14,23,9,9,0.2,9,5,Normal
27,44,9,9,0.5,24,3,Normal
25,44,10,10,0.4,25,0,Normal
31,66,10,10,0.6,31,0,Normal
37,85,12,12,0.6,37,0,Normal
47,116,15,15,0.8,42,5,Normal
28,40,9,9,0.4,28,0,Normal
30,78,9,9,0.5,29,1,Normal
34,73,12,12,0.6,32,2,Normal
62,312,7,7,1.1,60,2,Normal
37,76,17,17,0.6,35,2,Normal
44,87,10,10,0.8,44,0,Normal
43,77,9,9,0.7,41,2,Normal
99,364,11,11,1.7,92,7,Normal
52,142,12,12,0.9,49,3,Normal
16,28,11,11,0.3,15,1,Normal
30,91,17,17,0.5,30,0,Normal
30,61,17,17,0.5,30,0,Normal
42,125,11,11,0.7,40,2,Normal
15,32,10,10,0.3,15,0,Normal
16,28,19,19,0.3,16,0,Normal
36,72,19,19,0.6,34,2,Normal
33,64,11,11,0.6,29,4,Normal
42,100,12,12,0.8,39,3,Normal
47,143,12,12,0.8,40,7,Normal
56,181,19,19,1,56,0,Normal
39,89,20,20,0.7,37,2,Normal
19,44,22,22,0.3,18,1,Normal
32,73,22,22,0.5,27,5,Normal
27,56,9,9,0.5,26,1,Normal
27,63,8,8,0.4,27,0,Normal
36,96,19,19,0.7,36,0,Normal
50,140,10,10,0.9,50,0,Normal
35,62,8,8,0.6,31,4,Normal
18,26,12,12,0.3,14,4,Normal
16,34,9,9,0.3,15,1,Normal
19,40,7,9,0.3,19,0,Normal
28,45,11,11,0.5,28,0,Normal
22,24,15,15,0.4,22,0,Normal
35,46,12,12,0.6,35,0,Normal
39,62,9,9,0.7,34,5,Normal
52,136,8,8,0.9,48,4,Normal
30,63,11,11,0.5,30,0,Normal
15,36,9,9,0.3,15,0,Normal
17,42,10,10,0.3,17,0,Normal
28,48,8,8,0.5,25,3,Normal
28,247,11,11,0.5,25,3,Normal
33,95,11,11,0.6,30,3,Normal
28,102,12,12,0.5,27,1,Normal
61,501,12,12,1.1,57,4,Normal
41,322,11,11,0.7,38,3,Normal
28,45,14,14,0.5,27,1,Normal
30,35,8,8,0.5,27,3,Normal
22,37,7,7,0.4,16,6,Normal
22,33,8,8,0.4,22,0,Normal
27,43,8,8,0.5,22,5,Normal
26,39,9,9,0.4,20,6,Normal
17,21,9,9,0.3,16,1,Normal
20,31,11,11,0.3,19,1,Normal
24,43,10,10,0.4,23,1,Normal
40,70,9,9,0.7,37,3,Normal
37,81,8,8,0.6,34,3,Normal
21,38,9,9,0.4,17,4,Normal
28,45,10,10,0.5,22,6,Normal
37,78,10,10,0.6,35,2,Normal
40,61,11,11,0.7,36,4,Normal
49,70,17,17,0.8,47,2,Normal
39,83,17,17,0.7,35,4,Normal
21,29,8,8,0.4,19,2,Normal
